An Introduction to Statistical Learning,,Gareth James;Daniela Witten;Trevor Hastie;Robert Tibshirani,,,2013,Springer-Verlag New York,Springer Science+Business Media New York,978-1-4614-7138-7,10.1007/978-1-4614-7138-7,978-1-4614-7137-0,,,,,,Statistical Theory and Methods;Statistics and Computing / Statistics Programs;Artificial Intelligence (incl. Robotics);Statistics (general),Gareth James;Daniela Witten;Trevor Hastie;Robert Tibshirani,http://www.springer.com/cn/book/9781461471370,2016-12-29 13:56:02.062052,te

